# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-11-15 12:49:49 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06054500 Missouri River at Toston MT
# -----------------------------------------------------------------------------------
#
# Data provided for site 06054500
#            TS   parameter     statistic     Description
#         80893       00010     00001     Temperature, water, degrees Celsius (Maximum)
#         80894       00010     00002     Temperature, water, degrees Celsius (Minimum)
#         80895       00010     00003     Temperature, water, degrees Celsius (Mean)
#         80896       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
#     4  Statistic computed from less than expected number of instantaneous values for the period
# 
agency_cd	site_no	datetime	80893_00010_00001	80893_00010_00001_cd	80894_00010_00002	80894_00010_00002_cd	80895_00010_00003	80895_00010_00003_cd	80896_00060_00003	80896_00060_00003_cd
USGS	06054500	2019-02-24	-0.2	A	-0.2	A	-0.2	A	3600	A
USGS	06054500	2019-02-25	-0.2	A	-0.2	A	-0.2	A	3150	A:e
USGS	06054500	2019-02-26	-0.1	A	-0.3	A	-0.2	A	2510	A:e
USGS	06054500	2019-02-27	-0.1	A	-0.2	A	-0.2	A	2520	A:e
USGS	06054500	2019-02-28	0.1	A	-0.2	A	-0.2	A	2520	A
USGS	06054500	2019-03-01	0.0	A	-0.2	A	-0.2	A	2890	A
USGS	06054500	2019-03-02	-0.1	A	-0.2	A	-0.2	A	2900	A
USGS	06054500	2019-03-03	0.0	A	-0.2	A	-0.2	A	3000	A
USGS	06054500	2019-03-04	0.0	A	-0.2	A	-0.2	A	2840	A
USGS	06054500	2019-03-05	-0.1	A	-0.2	A	-0.2	A	2750	A
USGS	06054500	2019-03-06	0.0	A	-0.2	A	-0.2	A	2800	A
USGS	06054500	2019-03-07	0.0	A	-0.2	A	-0.2	A	3280	A
USGS	06054500	2019-03-08	0.0	A	-0.2	A	-0.1	A	3360	A
USGS	06054500	2019-03-09	0.2	A	-0.2	A	-0.1	A	3760	A
USGS	06054500	2019-03-10	0.1	A	-0.3	A	-0.1	A	4050	A
USGS	06054500	2019-03-11	0.2	A	-0.2	A	-0.1	A	4070	A
USGS	06054500	2019-03-12	0.3	A	-0.2	A	-0.1	A	4060	A
USGS	06054500	2019-03-13	0.3	A	-0.2	A	-0.1	A	4070	A
USGS	06054500	2019-03-14	0.5	A	-0.3	A	-0.0	A	4030	A
USGS	06054500	2019-03-15	0.5	A	-0.3	A	-0.0	A	4120	A
USGS	06054500	2019-03-16	0.5	A	-0.3	A	-0.0	A	4120	A
USGS	06054500	2019-03-17	0.5	A	-0.3	A	-0.0	A	4220	A
USGS	06054500	2019-03-18	0.6	A	-0.3	A	-0.0	A	4260	A
USGS	06054500	2019-03-19	0.6	A	-0.3	A	-0.0	A	4300	A
USGS	06054500	2019-03-20	0.6	A	-0.3	A	0.0	A	4350	A
USGS	06054500	2019-03-21	0.6	A	-0.3	A	-0.0	A	4430	A
USGS	06054500	2019-03-22	0.6	A	-0.3	A	0.0	A	4600	A
USGS	06054500	2019-03-23	0.7	A	-0.2	A	0.0	A	4790	A
USGS	06054500	2019-03-24	0.4	A	-0.2	A	-0.0	A	5410	A
USGS	06054500	2019-03-25	0.5	A	-0.2	A	0.0	A	5850	A
USGS	06054500	2019-03-26	0.3	A	-0.2	A	-0.0	A	6720	A
USGS	06054500	2019-03-27	0.2	A	-0.2	A	-0.0	A	7240	A
USGS	06054500	2019-03-28	0.1	A	-0.1	A	-0.0	A	7170	A
USGS	06054500	2019-03-29	0.6	A	-0.1	A	0.2	A	6480	A
USGS	06054500	2019-03-30	4.0	A	0.6	A	2.2	A	5950	A
USGS	06054500	2019-03-31	5.3	A	3.9	A	4.9	A	5850	A
USGS	06054500	2019-04-01	6.0	A	5.2	A	5.7	A	5950	A
USGS	06054500	2019-04-02	6.0	A	5.6	A	5.8	A	5920	A
USGS	06054500	2019-04-03	7.2	A	6.0	A	6.8	A	5890	A
USGS	06054500	2019-04-04	7.2	A	6.7	A	6.9	A	6550	A
USGS	06054500	2019-04-05	7.4	A	6.4	A	7.0	A	6920	A
USGS	06054500	2019-04-06	7.0	A	6.4	A	6.7	A	7340	A
USGS	06054500	2019-04-07	7.0	A	5.8	A	6.4	A	7610	A
USGS	06054500	2019-04-08	7.4	A	6.5	A	7.0	A	8080	A
USGS	06054500	2019-04-09	6.7	A	5.9	A	6.3	A	9040	A
USGS	06054500	2019-04-10	5.9	A	5.0	A	5.3	A	10500	A
USGS	06054500	2019-04-11	6.1	A	4.8	A	5.3	A	9840	A
USGS	06054500	2019-04-12	6.1	A	5.4	A	5.7	A	10200	A
USGS	06054500	2019-04-13	6.6	A	5.1	A	5.6	A	9240	A
USGS	06054500	2019-04-14	7.2	A	6.6	A	6.8	A	8520	A
USGS	06054500	2019-04-15	7.7	A	6.5	A	7.0	A	8090	A
USGS	06054500	2019-04-16	7.9	A	6.5	A	7.1	A	7740	A
USGS	06054500	2019-04-17	7.1	A	6.4	A	6.8	A	7410	A
USGS	06054500	2019-04-18	9.1	A	7.0	A	7.7	A	7180	A
USGS	06054500	2019-04-19	11.1	A	9.1	A	9.9	A	7350	A
USGS	06054500	2019-04-20	11.3	A	10.8	A	11.1	A	8190	A
USGS	06054500	2019-04-21	11.0	A	9.2	A	9.9	A	10800	A
USGS	06054500	2019-04-22	10.7	A	7.9	A	8.9	A	12500	A
USGS	06054500	2019-04-23	11.5	A	9.8	A	10.5	A	12300	A
USGS	06054500	2019-04-24	11.7	A	10.5	A	11.0	A	12000	A
USGS	06054500	2019-04-25	11.4	A	9.5	A	10.4	A	11900	A
USGS	06054500	2019-04-26	11.4	A	9.3	A	10.1	A	11600	A
USGS	06054500	2019-04-27	9.3	A	8.1	A	8.6	A	11300	A
USGS	06054500	2019-04-28	8.9	A	6.5	A	7.4	A	10800	A
USGS	06054500	2019-04-29	7.1	A	5.4	A	6.1	A	9890	A
USGS	06054500	2019-04-30	7.3	A	5.9	A	6.4	A	9010	A
USGS	06054500	2019-05-01	7.9	A	5.6	A	6.3	A	8550	A
USGS	06054500	2019-05-02	8.1	A	6.7	A	7.3	A	8280	A
USGS	06054500	2019-05-03	9.2	A	6.4	A	7.2	A	8000	A
USGS	06054500	2019-05-04	11.1	A	9.2	A	9.9	A	7530	A
USGS	06054500	2019-05-05	11.2	A	10.4	A	10.8	A	7320	A
USGS	06054500	2019-05-06	12.3	A	10.6	A	11.2	A	7470	A
USGS	06054500	2019-05-07	12.6	A	11.9	A	12.2	A	7840	A
USGS	06054500	2019-05-08	12.3	A	10.8	A	11.4	A	8080	A
USGS	06054500	2019-05-09	11.7	A	10.4	A	11.0	A	8330	A
USGS	06054500	2019-05-10	11.9	A	10.2	A	11.0	A	8380	A
USGS	06054500	2019-05-11	13.5	A	11.3	A	12.1	A	8020	A
USGS	06054500	2019-05-12	14.8	A	13.3	A	13.7	A	7910	A
USGS	06054500	2019-05-13	15.4	A	14.6	A	15.0	A	8330	A
USGS	06054500	2019-05-14	15.6	A	14.7	A	15.2	A	9210	A
USGS	06054500	2019-05-15	15.7	A	14.5	A	15.0	A	10400	A
USGS	06054500	2019-05-16	15.0	A	13.2	A	13.8	A	12000	A
USGS	06054500	2019-05-17	13.9	A	10.8	A	12.0	A	13800	A
USGS	06054500	2019-05-18	10.8	A	9.5	A	9.9	A	15200	A
USGS	06054500	2019-05-19	9.9	A	8.7	A	9.2	A	15300	A
USGS	06054500	2019-05-20	8.7	A	7.5	A	8.0	A	14100	A
USGS	06054500	2019-05-21	8.8	A	7.8	A	8.3	A	13600	A
USGS	06054500	2019-05-22	8.8	A	7.8	A	8.3	A	12400	A
USGS	06054500	2019-05-23	9.2	A	8.0	A	8.5	A	11100	A
USGS	06054500	2019-05-24	10.4	A	9.0	A	9.5	A	9890	A
USGS	06054500	2019-05-25	12.0	A	10.4	A	11.2	A	9250	A
USGS	06054500	2019-05-26	13.2	A	12.0	A	12.5	A	9010	A
USGS	06054500	2019-05-27	13.2	A	11.7	A	12.3	A	9380	A
USGS	06054500	2019-05-28	12.3	A	10.9	A	11.5	A	10100	A
USGS	06054500	2019-05-29	14.8	A	11.8	A	12.8	A	10800	A
USGS	06054500	2019-05-30	16.0	A	13.9	A	14.7	A	10800	A
USGS	06054500	2019-05-31	16.3	A	14.9	A	15.5	A	10700	A
USGS	06054500	2019-06-01	16.8	A	14.8	A	15.6	A	10900	A
USGS	06054500	2019-06-02	17.4	A	15.3	A	16.3	A	11400	A
USGS	06054500	2019-06-03	17.6	A	15.5	A	16.5	A	12000	A
USGS	06054500	2019-06-04	17.7	A	15.9	A	16.7	A	12700	A
USGS	06054500	2019-06-05	17.9	A	16.0	A	16.9	A	13600	A
USGS	06054500	2019-06-06	17.9	A	15.6	A	16.6	A	14300	A
USGS	06054500	2019-06-07	16.9	A	12.5	A	14.4	A	15300	A
USGS	06054500	2019-06-08	12.5	A	10.9	A	11.4	A	16100	A
USGS	06054500	2019-06-09	13.2	A	10.4	A	11.4	A	14900	A
USGS	06054500	2019-06-10	14.4	A	11.8	A	12.8	A	12900	A
USGS	06054500	2019-06-11	16.3	A	13.9	A	14.7	A	11300	A
USGS	06054500	2019-06-12	17.7	A	15.6	A	16.2	A	10300	A
USGS	06054500	2019-06-13	18.0	A	16.6	A	17.3	A	10200	A
USGS	06054500	2019-06-14	17.2	A	15.3	A	16.3	A	11200	A
USGS	06054500	2019-06-15	18.0	A	15.7	A	16.7	A	11600	A
USGS	06054500	2019-06-16	18.0	A	16.7	A	17.2	A	11400	A
USGS	06054500	2019-06-17	17.6	A	16.1	A	16.8	A	11100	A
USGS	06054500	2019-06-18	17.6	A	15.6	A	16.5	A	10700	A
USGS	06054500	2019-06-19	17.4	A	15.8	A	16.4	A	10300	A
USGS	06054500	2019-06-20	16.2	A	13.3	A	14.3	A	9940	A
USGS	06054500	2019-06-21	13.3	A	11.4	A	12.2	A	9740	A
USGS	06054500	2019-06-22	13.2	A	12.4	A	12.8	A	9080	A
USGS	06054500	2019-06-23	13.4	A	12.9	A	13.2	A	8530	A
USGS	06054500	2019-06-24	15.2	A	13.0	A	13.6	A	7900	A
USGS	06054500	2019-06-25	15.4	A	14.6	A	15.0	A	7360	A
USGS	06054500	2019-06-26	15.8	A	14.3	A	14.9	A	6900	A
USGS	06054500	2019-06-27	16.7	A	15.8	A	16.1	A	6510	A
USGS	06054500	2019-06-28	17.6	A	16.7	A	17.2	A	6420	A
USGS	06054500	2019-06-29	18.3	A	17.6	A	17.8	A	6410	A
USGS	06054500	2019-06-30	18.6	A	17.8	A	18.3	A	6410	A
USGS	06054500	2019-07-01	19.4	A	18.2	A	18.7	A	6470	A
USGS	06054500	2019-07-02	19.6	A	18.7	A	19.1	A	6340	A
USGS	06054500	2019-07-03	18.7	A	16.9	A	17.7	A	6070	A
USGS	06054500	2019-07-04	18.5	A	17.3	A	17.8	A	6170	A
USGS	06054500	2019-07-05	18.8	A	17.9	A	18.2	A	6500	A
USGS	06054500	2019-07-06	19.6	A	18.8	A	19.3	A	6140	A
USGS	06054500	2019-07-07	19.5	A	17.8	A	18.7	A	5810	A
USGS	06054500	2019-07-08	17.9	A	17.2	A	17.6	A	5610	A
USGS	06054500	2019-07-09	17.2	A	16.5	A	16.9	A	5930	A
USGS	06054500	2019-07-10	18.7	A	17.2	A	18.2	A	5710	A
USGS	06054500	2019-07-11	20.4	A	18.7	A	19.7	A	5240	A
USGS	06054500	2019-07-12	21.8	A	20.4	A	21.3	A	4900	A
USGS	06054500	2019-07-13	21.6	A	20.3	A	21.0	A	5020	A
USGS	06054500	2019-07-14	20.6	A	20.1	A	20.3	A	5400	A
USGS	06054500	2019-07-15	20.9	A	20.3	A	20.6	A	5480	A
USGS	06054500	2019-07-16	20.8	A	19.9	A	20.5	A	5280	A
USGS	06054500	2019-07-17	20.1	A	18.6	A	19.3	A	5410	A
USGS	06054500	2019-07-18	19.6	A	18.6	A	19.2	A	5380	A
USGS	06054500	2019-07-19	19.5	A	18.6	A	19.1	A	4980	A
USGS	06054500	2019-07-20	19.1	A	18.5	A	18.8	A	4550	A
USGS	06054500	2019-07-21	19.5	A	18.5	A	19.1	A	4260	A
USGS	06054500	2019-07-22	21.2	A	19.5	A	20.4	A	3990	A
USGS	06054500	2019-07-23	21.6	A	20.1	A	20.7	A	3800	A
USGS	06054500	2019-07-24	22.0	A	20.7	A	21.2	A	3560	A
USGS	06054500	2019-07-25	21.5	A	20.0	A	20.7	A	3400	A
USGS	06054500	2019-07-26	21.7	A	19.6	A	20.6	A	3160	A
USGS	06054500	2019-07-27	22.7	A	20.7	A	21.4	A	2900	A
USGS	06054500	2019-07-28	22.4	A	20.6	A	21.3	A	2760	A
USGS	06054500	2019-07-29	22.9	A	20.7	A	21.5	A	2790	A
USGS	06054500	2019-07-30	22.8	A	20.9	A	21.5	A	2700	A
USGS	06054500	2019-07-31	22.7	A	20.2	A	21.3	A	2640	A
USGS	06054500	2019-08-01	23.0	A	20.9	A	21.7	A	2630	A
USGS	06054500	2019-08-02	21.7	A	19.9	A	20.6	A	2580	A
USGS	06054500	2019-08-03	22.5	A	20.0	A	21.1	A	2630	A
USGS	06054500	2019-08-04	24.3	A	21.3	A	22.5	A	2550	A
USGS	06054500	2019-08-05	24.4	A	22.1	A	23.0	A	2460	A
USGS	06054500	2019-08-06	23.9	A	21.8	A	22.7	A	2440	A
USGS	06054500	2019-08-07	23.5	A	21.4	A	22.2	A	2380	A
USGS	06054500	2019-08-08	23.9	A	21.3	A	22.3	A	2290	A
USGS	06054500	2019-08-09	23.2	A	20.9	A	21.9	A	2260	A
USGS	06054500	2019-08-10	21.9	A	19.8	A	20.7	A	2350	A
USGS	06054500	2019-08-11	21.2	A	19.0	A	19.8	A	2510	A
USGS	06054500	2019-08-12	19.0	A	17.3	A	18.2	A	2750	A
USGS	06054500	2019-08-13	20.2	A	17.5	A	18.9	A	2780	A
USGS	06054500	2019-08-14	21.2	A	19.1	A	19.9	A	2780	A
USGS	06054500	2019-08-15	21.4	A	19.2	A	20.0	A	2670	A
USGS	06054500	2019-08-16	20.5	A	18.6	A	19.5	A	2550	A
USGS	06054500	2019-08-17	19.6	A	17.9	A	18.6	A	2460	A
USGS	06054500	2019-08-18	19.6	A	17.5	A	18.4	A	2490	A
USGS	06054500	2019-08-19	21.1	A	18.2	A	19.6	A	2570	A
USGS	06054500	2019-08-20	22.1	A	19.7	A	20.6	A	2520	A
USGS	06054500	2019-08-21	22.5	A	20.5	A	21.3	A	2460	A
USGS	06054500	2019-08-22	21.5	A	19.4	A	20.8	A	2310	A
USGS	06054500	2019-08-23	19.4	A	17.9	A	18.7	A	2360	A
USGS	06054500	2019-08-24	20.6	A	18.0	A	19.2	A	2370	A
USGS	06054500	2019-08-25	20.4	A	18.6	A	19.3	A	2450	A
USGS	06054500	2019-08-26	19.1	A	17.2	A	18.2	A	2450	A
USGS	06054500	2019-08-27	19.2	A	16.6	A	17.7	A	2400	A
USGS	06054500	2019-08-28	20.4	A	17.7	A	18.6	A	2370	A
USGS	06054500	2019-08-29	19.7	A	18.3	A	18.8	A	2360	A
USGS	06054500	2019-08-30	19.4	A	17.7	A	18.4	A	2290	A
USGS	06054500	2019-08-31	20.4	A	18.0	A	19.0	A	2250	A
USGS	06054500	2019-09-01	21.4	A	18.8	A	20.0	A	2230	A
USGS	06054500	2019-09-02	21.6	A	19.5	A	20.3	A	2230	A
USGS	06054500	2019-09-03	21.3	A	19.2	A	19.9	A	2200	A
USGS	06054500	2019-09-04	21.6	A	19.2	A	20.1	A	2150	A
USGS	06054500	2019-09-05	21.7	A	18.8	A	20.0	A	2060	A
USGS	06054500	2019-09-06	19.8	A	18.7	A	19.1	A	2150	A
USGS	06054500	2019-09-07	18.7	A	17.0	A	18.0	A	2410	A
USGS	06054500	2019-09-08	18.3	A	16.9	A	17.4	A	2640	A
USGS	06054500	2019-09-09	17.5	A	16.1	A	16.9	A	3010	A
USGS	06054500	2019-09-10	16.2	A	14.5	A	15.6	A	3400	A
USGS	06054500	2019-09-11	14.5	A	13.6	A	13.9	A	3640	A
USGS	06054500	2019-09-12	14.5	A	13.2	A	13.8	A	3450	A
USGS	06054500	2019-09-13	16.3	A	14.5	A	15.3	A	3430	A
USGS	06054500	2019-09-14	16.6	A	15.1	A	15.9	A	3470	A
USGS	06054500	2019-09-15	17.7	A	16.1	A	16.7	A	3410	A
USGS	06054500	2019-09-16	17.1	A	16.0	A	16.4	A	3290	A
USGS	06054500	2019-09-17	16.2	A	15.0	A	15.7	A	3180	A
USGS	06054500	2019-09-18	15.0	A	13.7	A	14.2	A	3110	A
USGS	06054500	2019-09-19	15.1	A	13.8	A	14.4	A	3080	A
USGS	06054500	2019-09-20	14.7	A	12.8	A	14.0	A	3110	A
USGS	06054500	2019-09-21	12.8	A	11.8	A	12.1	A	3460	A
USGS	06054500	2019-09-22	13.9	A	12.2	A	13.1	A	3830	A
USGS	06054500	2019-09-23	15.1	A	13.9	A	14.4	A	3790	A
USGS	06054500	2019-09-24	14.9	A	14.0	A	14.3	A	3710	A
USGS	06054500	2019-09-25	14.1	A	13.5	A	13.8	A	3620	A
USGS	06054500	2019-09-26	13.8	A	11.9	A	13.0	A	3490	A
USGS	06054500	2019-09-27	12.1	A	11.4	A	11.7	A	3470	A
USGS	06054500	2019-09-28	12.1	A	9.3	A	11.3	A	3570	A
USGS	06054500	2019-09-29	9.3	A	5.7	A	6.9	A	3800	A
USGS	06054500	2019-09-30	6.5	A	5.9	A	6.2	A	4130	A
USGS	06054500	2019-10-01	6.9	A	6.4	A	6.6	A	4390	A
USGS	06054500	2019-10-02	7.5	A	6.6	A	7.1	A	4410	A
USGS	06054500	2019-10-03	8.0	A	7.4	A	7.7	A	4400	A
USGS	06054500	2019-10-04	8.4	A	7.3	A	8.0	A	4390	A
USGS	06054500	2019-10-05	7.4	A	6.6	A	7.2	A	4370	A
USGS	06054500	2019-10-06	7.3	A	6.4	A	6.8	A	4340	A
USGS	06054500	2019-10-07	8.7	A	7.3	A	8.2	A	4310	A
USGS	06054500	2019-10-08	9.4	A	7.6	A	8.8	A	4360	A
USGS	06054500	2019-10-09	7.6	A	3.5	A	5.4	A	4540	A
USGS	06054500	2019-10-10	3.5	A	2.8	A	3.1	A	4510	A
USGS	06054500	2019-10-11	3.9	A	3.4	A	3.6	A	4430	A
USGS	06054500	2019-10-12	4.1	A	3.3	A	3.7	A	4550	A
USGS	06054500	2019-10-13	5.3	A	4.1	A	4.9	A	4630	A
USGS	06054500	2019-10-14	6.7	A	5.3	A	6.2	A	4610	A
USGS	06054500	2019-10-15	6.6	A	6.1	A	6.4	A	4580	A
USGS	06054500	2019-10-16	7.8	A	6.1	A	7.0	A	4540	A
USGS	06054500	2019-10-17	8.5	A	7.8	A	8.2	A	4590	A
USGS	06054500	2019-10-18	7.9	A	7.1	A	7.6	A	4560	A
USGS	06054500	2019-10-19	7.1	A	5.2	A	6.2	A	4510	A
USGS	06054500	2019-10-20	5.8	A	5.1	A	5.5	A	4530	A
USGS	06054500	2019-10-21	5.7	A	5.2	A	5.4	A	4520	A
USGS	06054500	2019-10-22	6.4	A	5.3	A	5.8	A	4500	A
USGS	06054500	2019-10-23	6.5	A	5.3	A	6.1	A	4590	A
USGS	06054500	2019-10-24	5.3	A	4.9	A	5.0	A	4560	A
USGS	06054500	2019-10-25	6.6	A	4.9	A	5.8	A	4640	A
USGS	06054500	2019-10-26	6.7	A	4.4	A	6.0	A	4680	A
USGS	06054500	2019-10-27	4.4	A	2.2	A	3.1	A	4550	A
USGS	06054500	2019-10-28	2.2	A	0.1	A	1.4	A	4410	A
USGS	06054500	2019-10-29	0.2	A	-0.3	A	-0.2	A	3530	A:e
USGS	06054500	2019-10-30	0.3	A	-0.3	A	-0.2	A	3220	A
USGS	06054500	2019-10-31	0.1	A	-0.3	A	-0.1	A	3160	A
USGS	06054500	2019-11-01	0.5	A	-0.3	A	-0.1	A	3950	A
USGS	06054500	2019-11-02	0.3	A	-0.2	A	-0.0	A	4730	A
USGS	06054500	2019-11-03	0.1	A	-0.2	A	-0.1	A	5070	A
USGS	06054500	2019-11-04	1.4	A	-0.1	A	0.4	A	5120	A
USGS	06054500	2019-11-05	3.2	A	1.4	A	2.5	A	5030	A
USGS	06054500	2019-11-06	3.6	A	2.2	A	3.0	A	5000	A
USGS	06054500	2019-11-07	2.2	A	1.8	A	2.0	A	4980	A
USGS	06054500	2019-11-08	2.2	A	1.7	A	1.9	A	4770	A
USGS	06054500	2019-11-09	3.3	A	2.2	A	3.0	A	4710	A
USGS	06054500	2019-11-10	3.9	A	2.3	A	3.4	A	4710	A
USGS	06054500	2019-11-11	2.3	A	0.3	A	0.9	A	4700	A
USGS	06054500	2019-11-12	0.4	A	-0.2	A	0.1	A	4560	A
USGS	06054500	2019-11-13	2.4	A	-0.1	A	0.9	A	4640	A
USGS	06054500	2019-11-14	2.6	A	2.0	A	2.4	A	4440	A
USGS	06054500	2019-11-15	2.6	A	1.9	A	2.2	A	4400	A
USGS	06054500	2019-11-16	4.0	A	2.5	A	3.4	A	4300	A
USGS	06054500	2019-11-17	4.1	A	3.6	A	3.9	A	4250	A
USGS	06054500	2019-11-18	4.6	A	3.6	A	4.2	A	4440	A
USGS	06054500	2019-11-19	4.6	A	4.0	A	4.4	A	4350	A
USGS	06054500	2019-11-20	4.0	A	2.7	A	3.4	A	4400	A
USGS	06054500	2019-11-21	2.7	A	2.0	A	2.2	A	4340	A
USGS	06054500	2019-11-22	2.1	A	0.6	A	1.3	A	4220	A:e
USGS	06054500	2019-11-23	0.8	A	0.5	A	0.6	A	3960	A
USGS	06054500	2019-11-24	1.8	A	0.6	A	1.3	A	3930	A
USGS	06054500	2019-11-25	1.9	A	0.4	A	1.3	A	4010	A
USGS	06054500	2019-11-26	0.4	A	0.1	A	0.2	A	4080	A
USGS	06054500	2019-11-27	0.2	A	-0.3	A	-0.2	A	3800	A:e
USGS	06054500	2019-11-28	-0.2	A	-0.3	A	-0.3	A	3210	A:e
USGS	06054500	2019-11-29	-0.2	A	-0.3	A	-0.3	A	2920	A:e
USGS	06054500	2019-11-30	0.0	A	-0.3	A	-0.3	A	2520	A:e
USGS	06054500	2019-12-01	-0.2	A	-0.3	A	-0.3	A	2270	A:e
USGS	06054500	2019-12-02	0.4	A	-0.3	A	-0.1	A	2570	A:e
USGS	06054500	2019-12-03	0.3	A	-0.2	A	-0.1	A	3530	A
USGS	06054500	2019-12-04	0.3	A	-0.3	A	-0.2	A	4130	A
USGS	06054500	2019-12-05	0.0	A	-0.3	A	-0.2	A	4190	A
USGS	06054500	2019-12-06	0.1	A	-0.3	A	-0.2	A	4390	A
USGS	06054500	2019-12-07	0.1	A	-0.3	A	-0.1	A	4410	A
USGS	06054500	2019-12-08	-0.1	A	-0.3	A	-0.2	A	4810	A
USGS	06054500	2019-12-09	-0.1	A	-0.4	A	-0.3	A	4510	A
USGS	06054500	2019-12-10	0.0	A	-0.3	A	-0.2	A	4280	A
USGS	06054500	2019-12-11	0.0	A	-0.3	A	-0.2	A	4040	A
USGS	06054500	2019-12-12	0.2	A	-0.2	A	-0.1	A	4140	A
USGS	06054500	2019-12-13	0.2	A	-0.2	A	-0.1	A	4180	A
USGS	06054500	2019-12-14	0.1	A	-0.2	A	-0.1	A	4100	A
USGS	06054500	2019-12-15	-0.1	A	-0.3	A	-0.2	A	4000	A
USGS	06054500	2019-12-16	0.0	A	-0.3	A	-0.2	A	3720	A
USGS	06054500	2019-12-17	0.2	A	-0.4	A	-0.2	A	3120	A:e
USGS	06054500	2019-12-18	0.1	A	-0.3	A	-0.2	A	2910	A:e
USGS	06054500	2019-12-19	0.1	A	-0.4	A	-0.1	A	2910	A:e
USGS	06054500	2019-12-20	0.3	A	-0.2	A	-0.0	A	3750	A
USGS	06054500	2019-12-21	0.2	A	-0.2	A	-0.1	A	4110	A
USGS	06054500	2019-12-22	0.3	A	-0.1	A	0.0	A	4170	A
USGS	06054500	2019-12-23	0.3	A	0.1	A	0.2	A	4040	A
USGS	06054500	2019-12-24	0.9	A	0.2	A	0.6	A	4110	A
USGS	06054500	2019-12-25	0.8	A	0.6	A	0.8	A	4140	A
USGS	06054500	2019-12-26	0.8	A	0.1	A	0.5	A	4130	A
USGS	06054500	2019-12-27	0.1	A	-0.4	A	-0.3	A	3310	A:e
USGS	06054500	2019-12-28	0.1	A	-0.4	A	-0.3	A	2770	A:e
USGS	06054500	2019-12-29	0.1	A	-0.4	A	-0.2	A	2700	A
USGS	06054500	2019-12-30	-0.1	A	-0.4	A	-0.3	A	2690	A
USGS	06054500	2019-12-31	0.0	A	-0.4	A	-0.2	A	2810	A
USGS	06054500	2020-01-01	-0.1	A	-0.4	A	-0.3	A	3460	A
USGS	06054500	2020-01-02	0.1	A	-0.4	A	-0.3	A	3650	A
USGS	06054500	2020-01-03	0.1	A	-0.5	A	-0.3	A	4190	A
USGS	06054500	2020-01-04	0.2	A	-0.3	A	-0.2	A	4150	A
USGS	06054500	2020-01-05	0.1	A	-0.3	A	-0.2	A	3790	A
USGS	06054500	2020-01-06	0.2	A	-0.2	A	-0.1	A	3500	A
USGS	06054500	2020-01-07	0.1	A	-0.1	A	-0.0	A	3670	A
USGS	06054500	2020-01-08	0.2	A	-0.2	A	-0.1	A	3790	A
USGS	06054500	2020-01-09	0.0	A	-0.3	A	-0.2	A	3790	A
USGS	06054500	2020-01-10	0.0	A	-0.3	A	-0.2	A	3550	A
USGS	06054500	2020-01-11	0.2	A	-0.3	A	-0.1	A	3090	A
USGS	06054500	2020-01-12	0.2	A	-0.2	A	-0.1	A	3190	A
USGS	06054500	2020-01-13	-0.1	A	-0.3	A	-0.2	A	3090	A
USGS	06054500	2020-01-14	-0.2	A	-0.3	A	-0.2	A	2980	A
USGS	06054500	2020-01-15	-0.1	A	-0.2	A	-0.2	A	2470	A
USGS	06054500	2020-01-16	-0.1	A	-0.2	A	-0.2	A	2430	A
USGS	06054500	2020-01-17	0.0	A	-0.2	A	-0.2	A	3150	A
USGS	06054500	2020-01-18	0.1	A	-0.2	A	-0.1	A	3410	A
USGS	06054500	2020-01-19	0.1	A	-0.2	A	-0.1	A	3900	A
USGS	06054500	2020-01-20	0.1	A	-0.3	A	-0.1	A	3740	A
USGS	06054500	2020-01-21	0.2	A	-0.2	A	-0.1	A	3770	A
USGS	06054500	2020-01-22	0.3	A	-0.2	A	-0.1	A	3870	A
USGS	06054500	2020-01-23	0.1	A	-0.2	A	-0.1	A	4100	A
USGS	06054500	2020-01-24	0.3	A	-0.2	A	-0.1	A	4050	A
USGS	06054500	2020-01-25	0.3	A	-0.2	A	-0.1	A	4000	A
USGS	06054500	2020-01-26	0.3	A	-0.2	A	-0.0	A	3970	A
USGS	06054500	2020-01-27	0.2	A	-0.2	A	-0.0	A	3970	A
USGS	06054500	2020-01-28	0.2	A	-0.2	A	-0.1	A	3870	A
USGS	06054500	2020-01-29	0.4	A	-0.1	A	0.1	A	3750	A
USGS	06054500	2020-01-30	0.7	A	0.1	A	0.3	A	3750	A
USGS	06054500	2020-01-31	0.9	A	0.4	A	0.6	A	3690	A
USGS	06054500	2020-02-01	2.1	A	0.7	A	1.3	A	3740	A
